state,date,deaths,daily_change
Florida,2020-08-09,8186,77
Florida,2020-08-10,8277,91
Florida,2020-08-11,8553,276
Florida,2020-08-12,8765,212
Florida,2020-08-13,8913,148
Florida,2020-08-14,9141,228
Florida,2020-08-15,9345,204
Florida,2020-08-16,9452,107
Florida,2020-08-17,9539,87
Florida,2020-08-18,9758,219
Florida,2020-08-19,9932,174
Georgia,2020-01-22,0,0
Georgia,2020-01-23,0,0
Georgia,2020-01-24,0,0
Georgia,2020-01-25,0,0
Georgia,2020-01-26,0,0
Georgia,2020-01-27,0,0
Georgia,2020-01-28,0,0
Georgia,2020-01-29,0,0
Georgia,2020-01-30,0,0
Georgia,2020-01-31,0,0
Georgia,2020-02-01,0,0
Georgia,2020-02-02,0,0
Georgia,2020-02-03,0,0
Georgia,2020-02-04,0,0
Georgia,2020-02-05,0,0
Georgia,2020-02-06,0,0
Georgia,2020-02-07,0,0
Georgia,2020-02-08,0,0
Georgia,2020-02-09,0,0
Georgia,2020-02-10,0,0
Georgia,2020-02-11,0,0
Georgia,2020-02-12,0,0
Georgia,2020-02-13,0,0
Georgia,2020-02-14,0,0
Georgia,2020-02-15,0,0
Georgia,2020-02-16,0,0
Georgia,2020-02-17,0,0
Georgia,2020-02-18,0,0
Georgia,2020-02-19,0,0
Georgia,2020-02-20,0,0
Georgia,2020-02-21,0,0
Georgia,2020-02-22,0,0
Georgia,2020-02-23,0,0
Georgia,2020-02-24,0,0
Georgia,2020-02-25,0,0
Georgia,2020-02-26,0,0
Georgia,2020-02-27,0,0
Georgia,2020-02-28,0,0
Georgia,2020-02-29,0,0
Georgia,2020-03-01,0,0
Georgia,2020-03-02,0,0
Georgia,2020-03-03,0,0
Georgia,2020-03-04,0,0
Georgia,2020-03-05,0,0
Georgia,2020-03-06,0,0
Georgia,2020-03-07,0,0
Georgia,2020-03-08,0,0
Georgia,2020-03-09,0,0
Georgia,2020-03-10,0,0
Georgia,2020-03-11,0,0
Georgia,2020-03-12,1,1
Georgia,2020-03-13,1,0
Georgia,2020-03-14,1,0
Georgia,2020-03-15,1,0
Georgia,2020-03-16,1,0
Georgia,2020-03-17,1,0
Georgia,2020-03-18,3,2
Georgia,2020-03-19,10,7
Georgia,2020-03-20,14,4
Georgia,2020-03-21,20,6
Georgia,2020-03-22,25,5
Georgia,2020-03-23,25,0
Georgia,2020-03-24,32,7
Georgia,2020-03-25,40,8
Georgia,2020-03-26,48,8
Georgia,2020-03-27,64,16
Georgia,2020-03-28,69,5
Georgia,2020-03-29,80,11
Georgia,2020-03-30,87,7
Georgia,2020-03-31,111,24
Georgia,2020-04-01,139,28
Georgia,2020-04-02,163,24
Georgia,2020-04-03,184,21
Georgia,2020-04-04,201,17
Georgia,2020-04-05,211,10
Georgia,2020-04-06,229,18
Georgia,2020-04-07,329,100
Georgia,2020-04-08,362,33
Georgia,2020-04-09,379,17
Georgia,2020-04-10,416,37
Georgia,2020-04-11,429,13
Georgia,2020-04-12,433,4
Georgia,2020-04-13,465,32
Georgia,2020-04-14,525,60
Georgia,2020-04-15,552,27
Georgia,2020-04-16,587,35
Georgia,2020-04-17,650,63
Georgia,2020-04-18,673,23
Georgia,2020-04-19,687,14
Georgia,2020-04-20,775,88
Georgia,2020-04-21,798,23
Georgia,2020-04-22,848,50
Georgia,2020-04-23,881,33
Georgia,2020-04-24,899,18
Georgia,2020-04-25,907,8
Georgia,2020-04-26,916,9
Georgia,2020-04-27,995,79
Georgia,2020-04-28,1036,41
Georgia,2020-04-29,1101,65
Georgia,2020-04-30,1132,31
Georgia,2020-05-01,1169,37
Georgia,2020-05-02,1177,8
Georgia,2020-05-03,1184,7
Georgia,2020-05-04,1246,62
Georgia,2020-05-05,1299,53
Georgia,2020-05-06,1327,28
Georgia,2020-05-07,1355,28
Georgia,2020-05-08,1400,45
Georgia,2020-05-09,1403,3
Georgia,2020-05-10,1406,3
Georgia,2020-05-11,1444,38
Georgia,2020-05-12,1498,54
Georgia,2020-05-13,1517,19
Georgia,2020-05-14,1545,28
Georgia,2020-05-15,1588,43
Georgia,2020-05-16,1598,10
Georgia,2020-05-17,1610,12
Georgia,2020-05-18,1649,39
Georgia,2020-05-19,1675,26
Georgia,2020-05-20,1697,22
Georgia,2020-05-21,1775,78
Georgia,2020-05-22,1808,33
Georgia,2020-05-23,1822,14
Georgia,2020-05-24,1827,5
Georgia,2020-05-25,1848,21
Georgia,2020-05-26,1896,48
Georgia,2020-05-27,1933,37
Georgia,2020-05-28,1973,40
Georgia,2020-05-29,1987,14
Georgia,2020-05-30,2004,17
Georgia,2020-05-31,2053,49
Georgia,2020-06-01,2094,41
Georgia,2020-06-02,2102,8
Georgia,2020-06-03,2123,21
Georgia,2020-06-04,2149,26
Georgia,2020-06-05,2174,25
Georgia,2020-06-06,2178,4
Georgia,2020-06-07,2180,2
Georgia,2020-06-08,2208,28
Georgia,2020-06-09,2285,77
Georgia,2020-06-10,2329,44
Georgia,2020-06-11,2375,46
Georgia,2020-06-12,2418,43
Georgia,2020-06-13,2447,29
Georgia,2020-06-14,2451,4
Georgia,2020-06-15,2494,43
Georgia,2020-06-16,2529,35
Georgia,2020-06-17,2575,46
Georgia,2020-06-18,2605,30
Georgia,2020-06-19,2636,31
Georgia,2020-06-20,2642,6
Georgia,2020-06-21,2643,1
Georgia,2020-06-22,2648,5
Georgia,2020-06-23,2695,47
Georgia,2020-06-24,2698,3
Georgia,2020-06-25,2745,47
Georgia,2020-06-26,2770,25
Georgia,2020-06-27,2776,6
Georgia,2020-06-28,2778,2
Georgia,2020-06-29,2784,6
Georgia,2020-06-30,2805,21
Georgia,2020-07-01,2827,22
Georgia,2020-07-02,2849,22
Georgia,2020-07-03,2857,8
Georgia,2020-07-04,2857,0
Georgia,2020-07-05,2860,3
Georgia,2020-07-06,2878,18
Georgia,2020-07-07,2899,21
Georgia,2020-07-08,2922,23
Georgia,2020-07-09,2930,8
Georgia,2020-07-10,2965,35
Georgia,2020-07-11,2996,31
Georgia,2020-07-12,3003,7
Georgia,2020-07-13,3026,23
Georgia,2020-07-14,3054,28
Georgia,2020-07-15,3091,37
Georgia,2020-07-16,3105,14
Georgia,2020-07-17,3132,27
Georgia,2020-07-18,3169,37
Georgia,2020-07-19,3174,5
Georgia,2020-07-20,3177,3
Georgia,2020-07-21,3254,77
Georgia,2020-07-22,3335,81
Georgia,2020-07-23,3361,26
Georgia,2020-07-24,3443,82
Georgia,2020-07-25,3494,51
Georgia,2020-07-26,3498,4
Georgia,2020-07-27,3509,11
Georgia,2020-07-28,3563,54
Georgia,2020-07-29,3642,79
Georgia,2020-07-30,3671,29
Georgia,2020-07-31,3752,81
Georgia,2020-08-01,3825,73
Georgia,2020-08-02,3840,15
Georgia,2020-08-03,3842,2
Georgia,2020-08-04,3921,79
Georgia,2020-08-05,3984,63
Georgia,2020-08-06,4026,42
Georgia,2020-08-07,4117,91
Georgia,2020-08-08,4186,69
Georgia,2020-08-09,4199,13
Georgia,2020-08-10,4229,30
Georgia,2020-08-11,4351,122
Georgia,2020-08-12,4456,105
Georgia,2020-08-13,4538,82
Georgia,2020-08-14,4573,35
Georgia,2020-08-15,4669,96
Georgia,2020-08-16,4702,33
Georgia,2020-08-17,4727,25
Georgia,2020-08-18,4794,67
Georgia,2020-08-19,4849,55
Grand Princess,2020-01-22,0,0
Grand Princess,2020-01-23,0,0
Grand Princess,2020-01-24,0,0
Grand Princess,2020-01-25,0,0
Grand Princess,2020-01-26,0,0
Grand Princess,2020-01-27,0,0
Grand Princess,2020-01-28,0,0
Grand Princess,2020-01-29,0,0
Grand Princess,2020-01-30,0,0
Grand Princess,2020-01-31,0,0
Grand Princess,2020-02-01,0,0
Grand Princess,2020-02-02,0,0
Grand Princess,2020-02-03,0,0
Grand Princess,2020-02-04,0,0
Grand Princess,2020-02-05,0,0
Grand Princess,2020-02-06,0,0
Grand Princess,2020-02-07,0,0
Grand Princess,2020-02-08,0,0
Grand Princess,2020-02-09,0,0
Grand Princess,2020-02-10,0,0
Grand Princess,2020-02-11,0,0
Grand Princess,2020-02-12,0,0
Grand Princess,2020-02-13,0,0
Grand Princess,2020-02-14,0,0
Grand Princess,2020-02-15,0,0
Grand Princess,2020-02-16,0,0
Grand Princess,2020-02-17,0,0
Grand Princess,2020-02-18,0,0
Grand Princess,2020-02-19,0,0
Grand Princess,2020-02-20,0,0
Grand Princess,2020-02-21,0,0
Grand Princess,2020-02-22,0,0
Grand Princess,2020-02-23,0,0
Grand Princess,2020-02-24,0,0
Grand Princess,2020-02-25,0,0
Grand Princess,2020-02-26,0,0
Grand Princess,2020-02-27,0,0
Grand Princess,2020-02-28,0,0
Grand Princess,2020-02-29,0,0
Grand Princess,2020-03-01,0,0
Grand Princess,2020-03-02,0,0
Grand Princess,2020-03-03,0,0
Grand Princess,2020-03-04,0,0
Grand Princess,2020-03-05,0,0
Grand Princess,2020-03-06,0,0
Grand Princess,2020-03-07,0,0
Grand Princess,2020-03-08,0,0
Grand Princess,2020-03-09,0,0
Grand Princess,2020-03-10,0,0
Grand Princess,2020-03-11,0,0
Grand Princess,2020-03-12,0,0
Grand Princess,2020-03-13,0,0
Grand Princess,2020-03-14,0,0
Grand Princess,2020-03-15,0,0
Grand Princess,2020-03-16,0,0
Grand Princess,2020-03-17,0,0
Grand Princess,2020-03-18,0,0
Grand Princess,2020-03-19,1,1
Grand Princess,2020-03-20,1,0
Grand Princess,2020-03-21,1,0
Grand Princess,2020-03-22,1,0
Grand Princess,2020-03-23,1,0
Grand Princess,2020-03-24,1,0
Grand Princess,2020-03-25,1,0
Grand Princess,2020-03-26,1,0
Grand Princess,2020-03-27,3,2
Grand Princess,2020-03-28,3,0
Grand Princess,2020-03-29,3,0
Grand Princess,2020-03-30,3,0
Grand Princess,2020-03-31,3,0
Grand Princess,2020-04-01,3,0
Grand Princess,2020-04-02,3,0
Grand Princess,2020-04-03,3,0
Grand Princess,2020-04-04,3,0
Grand Princess,2020-04-05,3,0
Grand Princess,2020-04-06,3,0
Grand Princess,2020-04-07,3,0
Grand Princess,2020-04-08,3,0
Grand Princess,2020-04-09,3,0
Grand Princess,2020-04-10,3,0
Grand Princess,2020-04-11,3,0
Grand Princess,2020-04-12,0,-3
Grand Princess,2020-04-13,0,0
Grand Princess,2020-04-14,0,0
Grand Princess,2020-04-15,0,0
Grand Princess,2020-04-16,0,0
Grand Princess,2020-04-17,0,0
Grand Princess,2020-04-18,0,0
Grand Princess,2020-04-19,0,0
Grand Princess,2020-04-20,0,0
Grand Princess,2020-04-21,0,0
Grand Princess,2020-04-22,0,0
Grand Princess,2020-04-23,3,3
Grand Princess,2020-04-24,3,0
Grand Princess,2020-04-25,3,0
Grand Princess,2020-04-26,3,0
Grand Princess,2020-04-27,3,0
Grand Princess,2020-04-28,3,0
Grand Princess,2020-04-29,3,0
Grand Princess,2020-04-30,3,0
Grand Princess,2020-05-01,3,0
Grand Princess,2020-05-02,3,0
Grand Princess,2020-05-03,3,0
Grand Princess,2020-05-04,3,0
Grand Princess,2020-05-05,3,0
Grand Princess,2020-05-06,3,0
Grand Princess,2020-05-07,3,0
Grand Princess,2020-05-08,3,0
Grand Princess,2020-05-09,3,0
Grand Princess,2020-05-10,3,0
Grand Princess,2020-05-11,3,0
Grand Princess,2020-05-12,3,0
Grand Princess,2020-05-13,3,0
Grand Princess,2020-05-14,3,0
Grand Princess,2020-05-15,3,0
Grand Princess,2020-05-16,3,0
Grand Princess,2020-05-17,3,0
Grand Princess,2020-05-18,3,0
Grand Princess,2020-05-19,3,0
Grand Princess,2020-05-20,3,0
Grand Princess,2020-05-21,3,0
Grand Princess,2020-05-22,3,0
Grand Princess,2020-05-23,3,0
Grand Princess,2020-05-24,3,0
Grand Princess,2020-05-25,3,0
Grand Princess,2020-05-26,3,0
Grand Princess,2020-05-27,3,0
Grand Princess,2020-05-28,3,0
Grand Princess,2020-05-29,3,0
Grand Princess,2020-05-30,3,0
Grand Princess,2020-05-31,3,0
Grand Princess,2020-06-01,3,0
Grand Princess,2020-06-02,3,0
Grand Princess,2020-06-03,3,0
Grand Princess,2020-06-04,3,0
Grand Princess,2020-06-05,3,0
Grand Princess,2020-06-06,3,0
Grand Princess,2020-06-07,3,0
Grand Princess,2020-06-08,3,0
Grand Princess,2020-06-09,3,0
Grand Princess,2020-06-10,3,0
Grand Princess,2020-06-11,3,0
Grand Princess,2020-06-12,3,0
Grand Princess,2020-06-13,3,0
Grand Princess,2020-06-14,3,0
Grand Princess,2020-06-15,3,0
Grand Princess,2020-06-16,3,0
Grand Princess,2020-06-17,3,0
Grand Princess,2020-06-18,3,0
Grand Princess,2020-06-19,3,0
Grand Princess,2020-06-20,3,0
Grand Princess,2020-06-21,3,0
Grand Princess,2020-06-22,3,0
Grand Princess,2020-06-23,3,0
Grand Princess,2020-06-24,3,0
Grand Princess,2020-06-25,3,0
Grand Princess,2020-06-26,3,0
Grand Princess,2020-06-27,3,0
Grand Princess,2020-06-28,3,0
Grand Princess,2020-06-29,3,0
Grand Princess,2020-06-30,3,0
Grand Princess,2020-07-01,3,0
Grand Princess,2020-07-02,3,0
Grand Princess,2020-07-03,3,0
Grand Princess,2020-07-04,3,0
Grand Princess,2020-07-05,3,0
Grand Princess,2020-07-06,3,0
Grand Princess,2020-07-07,3,0
Grand Princess,2020-07-08,3,0
Grand Princess,2020-07-09,3,0
Grand Princess,2020-07-10,3,0
Grand Princess,2020-07-11,3,0
Grand Princess,2020-07-12,3,0
Grand Princess,2020-07-13,3,0
Grand Princess,2020-07-14,3,0
Grand Princess,2020-07-15,3,0
Grand Princess,2020-07-16,3,0
Grand Princess,2020-07-17,3,0
Grand Princess,2020-07-18,3,0
Grand Princess,2020-07-19,3,0
Grand Princess,2020-07-20,3,0
Grand Princess,2020-07-21,3,0
Grand Princess,2020-07-22,3,0
Grand Princess,2020-07-23,3,0
Grand Princess,2020-07-24,3,0
Grand Princess,2020-07-25,3,0
Grand Princess,2020-07-26,3,0
Grand Princess,2020-07-27,3,0
Grand Princess,2020-07-28,3,0
Grand Princess,2020-07-29,3,0
Grand Princess,2020-07-30,3,0
Grand Princess,2020-07-31,3,0
Grand Princess,2020-08-01,3,0
Grand Princess,2020-08-02,3,0
Grand Princess,2020-08-03,3,0
Grand Princess,2020-08-04,3,0
Grand Princess,2020-08-05,3,0
Grand Princess,2020-08-06,3,0
Grand Princess,2020-08-07,3,0
Grand Princess,2020-08-08,3,0
Grand Princess,2020-08-09,3,0
Grand Princess,2020-08-10,3,0
Grand Princess,2020-08-11,3,0
Grand Princess,2020-08-12,3,0
Grand Princess,2020-08-13,3,0
Grand Princess,2020-08-14,3,0
Grand Princess,2020-08-15,3,0
Grand Princess,2020-08-16,3,0
Grand Princess,2020-08-17,3,0
Grand Princess,2020-08-18,3,0
Grand Princess,2020-08-19,3,0
Guam,2020-01-22,0,0
Guam,2020-01-23,0,0
Guam,2020-01-24,0,0
Guam,2020-01-25,0,0
Guam,2020-01-26,0,0
Guam,2020-01-27,0,0
Guam,2020-01-28,0,0
Guam,2020-01-29,0,0
Guam,2020-01-30,0,0
Guam,2020-01-31,0,0
Guam,2020-02-01,0,0
Guam,2020-02-02,0,0
Guam,2020-02-03,0,0
Guam,2020-02-04,0,0
Guam,2020-02-05,0,0
Guam,2020-02-06,0,0
Guam,2020-02-07,0,0
Guam,2020-02-08,0,0
Guam,2020-02-09,0,0
Guam,2020-02-10,0,0
Guam,2020-02-11,0,0
Guam,2020-02-12,0,0
Guam,2020-02-13,0,0
Guam,2020-02-14,0,0
Guam,2020-02-15,0,0
Guam,2020-02-16,0,0
Guam,2020-02-17,0,0
Guam,2020-02-18,0,0
Guam,2020-02-19,0,0
Guam,2020-02-20,0,0
Guam,2020-02-21,0,0
Guam,2020-02-22,0,0
Guam,2020-02-23,0,0
Guam,2020-02-24,0,0
Guam,2020-02-25,0,0
Guam,2020-02-26,0,0
Guam,2020-02-27,0,0
Guam,2020-02-28,0,0
Guam,2020-02-29,0,0
Guam,2020-03-01,0,0
Guam,2020-03-02,0,0
Guam,2020-03-03,0,0
Guam,2020-03-04,0,0
Guam,2020-03-05,0,0
Guam,2020-03-06,0,0
Guam,2020-03-07,0,0
Guam,2020-03-08,0,0
Guam,2020-03-09,0,0
Guam,2020-03-10,0,0
Guam,2020-03-11,0,0
Guam,2020-03-12,0,0
Guam,2020-03-13,0,0
Guam,2020-03-14,0,0
Guam,2020-03-15,0,0
Guam,2020-03-16,0,0
Guam,2020-03-17,0,0
Guam,2020-03-18,0,0
Guam,2020-03-19,0,0
Guam,2020-03-20,0,0
Guam,2020-03-21,0,0
Guam,2020-03-22,1,1
Guam,2020-03-23,1,0
Guam,2020-03-24,1,0
Guam,2020-03-25,1,0
Guam,2020-03-26,1,0
Guam,2020-03-27,1,0
Guam,2020-03-28,1,0
Guam,2020-03-29,1,0
Guam,2020-03-30,1,0
Guam,2020-03-31,2,1
Guam,2020-04-01,3,1
Guam,2020-04-02,3,0
Guam,2020-04-03,4,1
Guam,2020-04-04,4,0
Guam,2020-04-05,4,0
Guam,2020-04-06,4,0
Guam,2020-04-07,4,0
Guam,2020-04-08,4,0
Guam,2020-04-09,4,0
Guam,2020-04-10,4,0
Guam,2020-04-11,5,1
Guam,2020-04-12,5,0
Guam,2020-04-13,5,0
Guam,2020-04-14,5,0
Guam,2020-04-15,5,0
Guam,2020-04-16,5,0
Guam,2020-04-17,5,0
Guam,2020-04-18,5,0
Guam,2020-04-19,5,0
Guam,2020-04-20,5,0
Guam,2020-04-21,5,0
Guam,2020-04-22,5,0
Guam,2020-04-23,5,0
Guam,2020-04-24,5,0
Guam,2020-04-25,5,0
Guam,2020-04-26,5,0
Guam,2020-04-27,5,0
Guam,2020-04-28,5,0
Guam,2020-04-29,5,0
Guam,2020-04-30,5,0
Guam,2020-05-01,5,0
Guam,2020-05-02,5,0
Guam,2020-05-03,5,0
Guam,2020-05-04,5,0
Guam,2020-05-05,5,0
Guam,2020-05-06,5,0
Guam,2020-05-07,5,0
Guam,2020-05-08,5,0
Guam,2020-05-09,5,0
Guam,2020-05-10,5,0
Guam,2020-05-11,5,0
Guam,2020-05-12,5,0
Guam,2020-05-13,5,0
Guam,2020-05-14,5,0
Guam,2020-05-15,5,0
Guam,2020-05-16,5,0
Guam,2020-05-17,5,0
Guam,2020-05-18,5,0
Guam,2020-05-19,5,0
Guam,2020-05-20,5,0
Guam,2020-05-21,5,0
Guam,2020-05-22,5,0
Guam,2020-05-23,5,0
Guam,2020-05-24,5,0
Guam,2020-05-25,5,0
Guam,2020-05-26,5,0
Guam,2020-05-27,5,0
Guam,2020-05-28,5,0
Guam,2020-05-29,5,0
Guam,2020-05-30,5,0
Guam,2020-05-31,5,0
Guam,2020-06-01,5,0
Guam,2020-06-02,5,0
Guam,2020-06-03,5,0
Guam,2020-06-04,5,0
Guam,2020-06-05,5,0
Guam,2020-06-06,5,0
Guam,2020-06-07,5,0
Guam,2020-06-08,5,0
Guam,2020-06-09,5,0
Guam,2020-06-10,5,0
Guam,2020-06-11,5,0
Guam,2020-06-12,5,0
Guam,2020-06-13,5,0
Guam,2020-06-14,5,0
Guam,2020-06-15,5,0
Guam,2020-06-16,5,0
Guam,2020-06-17,5,0
Guam,2020-06-18,5,0
Guam,2020-06-19,5,0
Guam,2020-06-20,5,0
Guam,2020-06-21,5,0
Guam,2020-06-22,5,0
Guam,2020-06-23,5,0
Guam,2020-06-24,5,0
Guam,2020-06-25,5,0
Guam,2020-06-26,5,0
Guam,2020-06-27,5,0
Guam,2020-06-28,5,0
Guam,2020-06-29,5,0
Guam,2020-06-30,5,0
Guam,2020-07-01,5,0
Guam,2020-07-02,5,0
Guam,2020-07-03,5,0
Guam,2020-07-04,5,0
Guam,2020-07-05,5,0
Guam,2020-07-06,5,0
Guam,2020-07-07,5,0
Guam,2020-07-08,5,0
Guam,2020-07-09,5,0
Guam,2020-07-10,5,0
Guam,2020-07-11,5,0
Guam,2020-07-12,5,0
Guam,2020-07-13,5,0
Guam,2020-07-14,5,0
Guam,2020-07-15,5,0
Guam,2020-07-16,5,0
Guam,2020-07-17,5,0
Guam,2020-07-18,5,0
Guam,2020-07-19,5,0
Guam,2020-07-20,5,0
Guam,2020-07-21,5,0
Guam,2020-07-22,5,0
Guam,2020-07-23,5,0
Guam,2020-07-24,5,0
Guam,2020-07-25,5,0
Guam,2020-07-26,5,0
Guam,2020-07-27,5,0
Guam,2020-07-28,5,0
Guam,2020-07-29,5,0
Guam,2020-07-30,5,0
Guam,2020-07-31,5,0
Guam,2020-08-01,5,0
Guam,2020-08-02,5,0
Guam,2020-08-03,5,0
Guam,2020-08-04,5,0
Guam,2020-08-05,5,0
Guam,2020-08-06,5,0
Guam,2020-08-07,5,0
Guam,2020-08-08,5,0
Guam,2020-08-09,5,0
Guam,2020-08-10,5,0
Guam,2020-08-11,5,0
Guam,2020-08-12,5,0
Guam,2020-08-13,5,0
Guam,2020-08-14,5,0
Guam,2020-08-15,5,0
Guam,2020-08-16,5,0
Guam,2020-08-17,5,0
Guam,2020-08-18,5,0
Guam,2020-08-19,5,0
Hawaii,2020-01-22,0,0
Hawaii,2020-01-23,0,0
Hawaii,2020-01-24,0,0
Hawaii,2020-01-25,0,0
Hawaii,2020-01-26,0,0
Hawaii,2020-01-27,0,0
Hawaii,2020-01-28,0,0
Hawaii,2020-01-29,0,0
Hawaii,2020-01-30,0,0
Hawaii,2020-01-31,0,0
Hawaii,2020-02-01,0,0
Hawaii,2020-02-02,0,0
Hawaii,2020-02-03,0,0
Hawaii,2020-02-04,0,0
Hawaii,2020-02-05,0,0
Hawaii,2020-02-06,0,0
Hawaii,2020-02-07,0,0
Hawaii,2020-02-08,0,0
Hawaii,2020-02-09,0,0
Hawaii,2020-02-10,0,0
Hawaii,2020-02-11,0,0
Hawaii,2020-02-12,0,0
Hawaii,2020-02-13,0,0
Hawaii,2020-02-14,0,0
Hawaii,2020-02-15,0,0
Hawaii,2020-02-16,0,0
Hawaii,2020-02-17,0,0
Hawaii,2020-02-18,0,0
Hawaii,2020-02-19,0,0
Hawaii,2020-02-20,0,0
Hawaii,2020-02-21,0,0
Hawaii,2020-02-22,0,0
Hawaii,2020-02-23,0,0
Hawaii,2020-02-24,0,0
Hawaii,2020-02-25,0,0
Hawaii,2020-02-26,0,0
Hawaii,2020-02-27,0,0
Hawaii,2020-02-28,0,0
Hawaii,2020-02-29,0,0
Hawaii,2020-03-01,0,0
Hawaii,2020-03-02,0,0
Hawaii,2020-03-03,0,0
Hawaii,2020-03-04,0,0
Hawaii,2020-03-05,0,0
Hawaii,2020-03-06,0,0
Hawaii,2020-03-07,0,0
Hawaii,2020-03-08,0,0
Hawaii,2020-03-09,0,0
Hawaii,2020-03-10,0,0
Hawaii,2020-03-11,0,0
Hawaii,2020-03-12,0,0
Hawaii,2020-03-13,0,0
Hawaii,2020-03-14,0,0
Hawaii,2020-03-15,0,0
Hawaii,2020-03-16,0,0
Hawaii,2020-03-17,0,0
Hawaii,2020-03-18,0,0
Hawaii,2020-03-19,0,0
Hawaii,2020-03-20,0,0
Hawaii,2020-03-21,0,0
Hawaii,2020-03-22,0,0
Hawaii,2020-03-23,0,0
Hawaii,2020-03-24,1,1
Hawaii,2020-03-25,0,-1
Hawaii,2020-03-26,0,0
Hawaii,2020-03-27,0,0
Hawaii,2020-03-28,0,0
Hawaii,2020-03-29,0,0
Hawaii,2020-03-30,0,0
Hawaii,2020-03-31,0,0
Hawaii,2020-04-01,1,1
Hawaii,2020-04-02,1,0
Hawaii,2020-04-03,3,2
Hawaii,2020-04-04,3,0
Hawaii,2020-04-05,4,1
Hawaii,2020-04-06,5,1
Hawaii,2020-04-07,5,0
Hawaii,2020-04-08,5,0
Hawaii,2020-04-09,6,1
Hawaii,2020-04-10,6,0
Hawaii,2020-04-11,8,2
Hawaii,2020-04-12,9,1
Hawaii,2020-04-13,9,0
Hawaii,2020-04-14,9,0
Hawaii,2020-04-15,9,0
Hawaii,2020-04-16,9,0
Hawaii,2020-04-17,9,0
Hawaii,2020-04-18,9,0
Hawaii,2020-04-19,10,1
Hawaii,2020-04-20,10,0
Hawaii,2020-04-21,10,0
Hawaii,2020-04-22,12,2
Hawaii,2020-04-23,12,0
Hawaii,2020-04-24,13,1
Hawaii,2020-04-25,13,0
Hawaii,2020-04-26,14,1
Hawaii,2020-04-27,16,2
Hawaii,2020-04-28,16,0
Hawaii,2020-04-29,16,0
Hawaii,2020-04-30,16,0
Hawaii,2020-05-01,16,0
Hawaii,2020-05-02,16,0
Hawaii,2020-05-03,17,1
Hawaii,2020-05-04,17,0
Hawaii,2020-05-05,17,0
Hawaii,2020-05-06,17,0
Hawaii,2020-05-07,17,0
Hawaii,2020-05-08,17,0
Hawaii,2020-05-09,17,0
Hawaii,2020-05-10,17,0
Hawaii,2020-05-11,17,0
Hawaii,2020-05-12,17,0
Hawaii,2020-05-13,17,0
Hawaii,2020-05-14,17,0
Hawaii,2020-05-15,17,0
Hawaii,2020-05-16,17,0
Hawaii,2020-05-17,17,0
Hawaii,2020-05-18,17,0
Hawaii,2020-05-19,17,0
Hawaii,2020-05-20,17,0
Hawaii,2020-05-21,17,0
Hawaii,2020-05-22,17,0
Hawaii,2020-05-23,17,0
Hawaii,2020-05-24,17,0
Hawaii,2020-05-25,17,0
Hawaii,2020-05-26,17,0
Hawaii,2020-05-27,17,0
Hawaii,2020-05-28,17,0
Hawaii,2020-05-29,17,0
Hawaii,2020-05-30,17,0
Hawaii,2020-05-31,17,0
Hawaii,2020-06-01,17,0
Hawaii,2020-06-02,17,0
Hawaii,2020-06-03,17,0
Hawaii,2020-06-04,17,0
Hawaii,2020-06-05,17,0
Hawaii,2020-06-06,17,0
Hawaii,2020-06-07,17,0
Hawaii,2020-06-08,17,0
Hawaii,2020-06-09,17,0
Hawaii,2020-06-10,17,0
Hawaii,2020-06-11,17,0
Hawaii,2020-06-12,17,0
Hawaii,2020-06-13,17,0
Hawaii,2020-06-14,17,0
Hawaii,2020-06-15,17,0
Hawaii,2020-06-16,17,0
Hawaii,2020-06-17,17,0
Hawaii,2020-06-18,17,0
Hawaii,2020-06-19,17,0
Hawaii,2020-06-20,17,0
Hawaii,2020-06-21,17,0
Hawaii,2020-06-22,17,0
Hawaii,2020-06-23,17,0
Hawaii,2020-06-24,17,0
Hawaii,2020-06-25,17,0
Hawaii,2020-06-26,17,0
Hawaii,2020-06-27,18,1
Hawaii,2020-06-28,18,0
Hawaii,2020-06-29,18,0
Hawaii,2020-06-30,18,0
Hawaii,2020-07-01,18,0
Hawaii,2020-07-02,18,0
Hawaii,2020-07-03,19,1
Hawaii,2020-07-04,19,0
Hawaii,2020-07-05,19,0
Hawaii,2020-07-06,19,0
Hawaii,2020-07-07,19,0
Hawaii,2020-07-08,19,0
Hawaii,2020-07-09,19,0
Hawaii,2020-07-10,19,0
Hawaii,2020-07-11,19,0
Hawaii,2020-07-12,19,0
Hawaii,2020-07-13,22,3
Hawaii,2020-07-14,22,0
Hawaii,2020-07-15,22,0
Hawaii,2020-07-16,22,0
Hawaii,2020-07-17,23,1
Hawaii,2020-07-18,24,1
Hawaii,2020-07-19,24,0
Hawaii,2020-07-20,24,0
Hawaii,2020-07-21,24,0
Hawaii,2020-07-22,25,1
Hawaii,2020-07-23,26,1
Hawaii,2020-07-24,26,0
Hawaii,2020-07-25,26,0
Hawaii,2020-07-26,26,0
Hawaii,2020-07-27,26,0
Hawaii,2020-07-28,26,0
Hawaii,2020-07-29,26,0
Hawaii,2020-07-30,26,0
Hawaii,2020-07-31,26,0
Hawaii,2020-08-01,26,0
Hawaii,2020-08-02,26,0
Hawaii,2020-08-03,26,0
Hawaii,2020-08-04,27,1
Hawaii,2020-08-05,27,0
