id,dcbt,age,female,salary,exp,score,hq,claims
86,0,32.643478,0,22.396412,4.0757656,6.4385929,0,315.98288
87,0,54.236935,1,7.1822762,7.3504081,5.1828852,0,780.24188
88,0,46.631184,1,3.2152376,5.6998763,4.2667294,0,792.68127
89,0,39.355305,0,5.7437286,29.234312,1.4749341,0,211.37189
90,1,44.917862,1,4.2169461,15.466058,7.0518789,0,718.81573
91,0,35.030499,1,25.592402,9.1645689,5.2833548,0,826.284
92,0,48.743042,1,2.2612922,10.532767,-2.0309005,0,709.25787
93,0,53.313236,1,1.3347583,9.4939356,5.8696599,1,993.15411
94,0,24.740807,0,2.6144888,16.792284,2.6290588,0,105.19609
95,0,34.480026,0,1.0907629,4.9693727,6.4913573,0,192.77234
96,0,44.996651,1,1.0774586,22.321188,2.1326244,0,976.3194
97,0,46.525307,0,5.9448037,3.432209,3.8520412,1,514.93488
98,0,43.887745,1,.20740807,11.771488,6.1184487,0,703.89545
99,1,46.072563,0,14.172391,10.724066,5.5793853,0,291.50342
100,0,57.491714,1,28.786053,5.0415559,4.2343516,0,1081.9818
101,0,45.062038,1,2.8598669,4.6579289,4.9689741,0,721.44434
102,0,44.492458,0,3.1661785,21.399494,5.1435533,0,358.80048
103,0,43.034088,0,5.190125,.11519684,.060845688,1,393.97842
104,0,48.029915,1,6.8304543,15.915446,2.516566,1,981.54724
105,0,38.381824,0,2.5183661,17.740246,9.5742359,0,380.20126
106,0,38.880024,1,3.6910543,10.524328,7.9501839,0,588.65021
107,0,39.128494,0,18.874983,13.325541,5.9736128,1,485.43457
108,0,29.833702,1,8.6296816,3.5813856,6.047843,0,568.92029
109,0,50.480194,0,1.729968,10.847142,8.680335,0,470.09698
110,0,37.550362,0,2.1150632,5.180933,4.3260989,1,323.62463
111,0,39.774845,1,16.445858,18.846502,3.3343859,0,806.9696
112,0,40.965778,0,7.3602881,16.724312,3.7911162,0,379.98727
113,0,44.187878,0,11.223932,6.1236134,-.82124722,0,444.00409
114,0,50.020168,0,.0023248922,8.4764099,8.8929548,0,587.41473
115,0,69.835014,0,4.7926359,2.4617164,4.5511913,0,801.72028
116,0,22.19331,1,3.4124329,9.3058643,4.1981759,0,732.39502
117,0,41.708504,1,5.1460409,10.371965,6.2660284,1,831.75092
118,0,26.757399,1,6.9652324,5.173553,6.8060107,0,377.1651
119,0,36.726559,1,3.4140491,5.7104979,5.8120213,0,558.13269
120,0,64.690964,0,4.7021751,11.083014,3.3649485,0,721.4165
121,1,60.264297,1,2.0218382,18.400249,9.9285002,1,1146.639
122,0,49.517662,1,2.5952375,10.609209,5.9342895,1,1100.6676
123,0,41.829689,1,3.1056898,16.460222,7.6974707,1,616.00885
124,0,55.146729,1,.20280063,6.6005006,6.1843352,0,988.81775
125,0,36.229256,0,5.006248,15.253654,3.6056035,0,336.48935
126,0,27.100962,0,26.641663,16.801554,3.2553201,0,344.09235
127,0,62.216061,0,12.6019,7.1814375,6.1420593,0,774.40906
128,0,34.855911,1,1.4713759,17.560184,3.5030653,1,632.82324
129,0,34.346691,0,.074283689,15.527788,6.1505036,0,398.76126
130,0,27.175138,1,1.0328344,7.8788161,7.52244,0,402.25128
131,0,56.169994,1,2.5412354,7.0877347,3.9613943,0,954.85303
132,0,35.632999,1,2.5590851,1.1425544,5.2582717,0,731.01874
133,0,62.019886,0,11.121962,16.542273,6.5851107,0,812.23962
134,0,26.891848,1,13.122258,.89240032,10.110804,0,632.67133
135,0,44.701199,1,2.7208893,12.021101,7.3076,0,869.34918
136,0,46.570866,1,26.550182,2.3262832,3.9701667,1,899.03918
137,0,40.505859,0,20.055416,7.2302852,4.0242615,1,467.47556
138,0,26.582109,0,39.658794,12.998435,5.3520308,0,412.23633
139,0,39.737869,1,2.4650228,10.551003,11.19407,0,613.92389
140,0,57.489067,1,6.6154165,10.896519,11.488817,0,1048.9248
141,0,58.685726,0,.6337077,9.0746546,4.4926195,1,723.65765
142,1,39.303516,1,3.1528184,22.290222,5.8906193,1,680.01434
143,0,26.394623,0,4.6695824,6.6647854,-1.0271218,0,128.96817
144,0,18.098042,0,8.7123613,1.7266519,1.9475451,1,237.7916
145,0,60.444115,1,1.5075495,2.7137144,5.0223441,0,840.49896
146,0,48.629414,0,4.7597346,18.362057,6.4088311,0,453.70349
147,0,39.80542,0,6.610857,11.780811,7.4056158,0,551.37762
148,0,44.826859,1,3.2168803,.50625175,.87844229,1,855.79913
149,0,44.378056,0,1.6899025,5.3930264,8.2357979,1,647.1756
150,0,23.243151,1,.46226406,11.273758,8.1759348,0,501.44949
151,0,27.897932,0,9.2005453,7.8310781,5.2331138,1,286.56406
152,0,47.428928,1,5.4971642,13.137663,.84312201,0,929.04443
153,0,44.064068,0,12.232468,13.305369,8.7676878,0,656.47009
154,0,32.276703,1,4.1444497,.66791886,6.4677444,1,639.50238
155,0,57.739319,1,1.2495666,5.4300089,7.1317863,1,1051.9376
156,0,34.895702,1,25.311295,15.225842,5.5698991,0,738.03345
157,0,29.000628,1,10.564527,11.662642,8.1987963,1,636.47266
158,0,32.91584,1,27.322254,17.158419,3.2817254,0,658.64783
159,0,29.378637,0,6.0086522,9.195857,3.9624238,0,488.63397
160,0,34.59264,1,16.800966,13.69232,4.4979725,0,557.83295
161,0,33.617905,1,.46787861,19.810249,4.9817052,0,700.14502
162,0,49.280643,0,1.6331174,4.17204,5.4805288,0,389.65445
163,0,22.306444,1,2.2667925,12.875326,9.0127974,0,605.69574
164,0,39.924538,0,10.988199,6.0375628,5.5065289,0,464.3551
165,0,43.96801,1,7.0882082,9.0343361,7.6806602,0,819.28094
166,0,56.207455,1,5.1550241,9.5306797,5.5362673,0,948.10181
167,0,52.15374,0,3.4404602,2.1568217,3.641463,0,618.7879
168,0,50.887638,1,1.3938057,8.5482054,5.9392219,1,946.80597
169,0,65.506538,1,1.0263678,10.093579,-1.1145029,1,1097.1265
170,0,49.759567,1,5.9810534,15.364031,6.626802,0,938.3819
171,0,53.577354,0,9.8286333,1.1468556,2.0769606,0,665.67651
172,0,54.017517,0,5.576581,16.133856,4.5886173,0,538.16583
173,0,48.739376,1,2.4274335,5.7182708,4.1866775,0,900.88751
174,0,41.578201,0,6.7524462,18.0886,9.8052912,1,391.11075
175,0,35.986549,0,7.3781433,17.343981,6.8588929,0,524.435
176,0,43.761806,0,12.700511,3.0324943,9.07201,0,475.37711
177,0,42.042828,0,1.4023076,3.0652251,5.108778,1,625.64337
178,0,46.698589,0,3.3851814,.065052286,9.6234646,0,657.39417
179,0,42.625523,1,2.5328825,17.343151,7.0567946,1,979.88745
180,0,43.064072,0,4.7472224,15.705088,6.8307714,1,565.52557
181,0,44.891811,0,3.0553648,9.0554647,6.550086,0,528.24091
182,0,42.941727,0,3.1769979,3.9048455,9.9285908,0,432.07642
183,0,37.746265,0,3.1736431,10.681567,10.907717,0,583.1629
184,1,32.394192,1,5.7161775,7.0689282,4.7268562,1,677.14502
185,0,47.033489,0,1.4314997,10.429152,10.086756,0,444.39685
186,0,42.29031,1,6.9247904,4.4297457,7.7027149,0,636.37488
187,0,29.237888,0,.23152281,11.083399,3.6250556,0,0
188,0,44.52124,1,2.9246078,7.1137619,8.4051476,0,816.39093
189,1,42.511253,0,19.876356,1.9196293,7.5233603,0,394.3226
190,0,63.785725,1,3.6363168,7.586071,2.0383778,0,872.00708
191,0,47.559399,1,14.945527,11.694037,5.6482892,0,765.74677
192,0,41.905956,0,5.928503,10.439791,5.3189192,0,437.96573
193,0,42.622082,0,1.7725471,20.06237,9.8527937,0,371.68991
194,0,41.765888,1,9.4762812,23.878563,9.8772907,0,739.40118
195,0,53.378029,0,4.577383,1.8688208,-.60763884,1,585.4325
196,0,48.444359,1,7.2787447,5.5087104,3.2372091,0,751.38123
197,0,46.240829,1,2.3662229,10.222362,6.3268232,1,970.05524
198,0,26.991131,0,.84644699,1.1924734,8.3820238,1,439.56436
199,0,46.202126,0,1.3527719,14.72686,9.4792519,1,639.46313
200,0,23.740091,0,5.9110179,1.6759876,10.121748,0,128.32651
201,0,40.38192,1,2.2453761,22.695013,-1.1846578,0,596.41089
202,0,41.614883,1,1.6677065,7.1257048,7.3552117,0,823.73792
203,0,30.7211,1,11.026486,18.406475,4.25249,0,450.25592
204,0,45.841644,0,11.450709,12.013413,1.9082433,0,266.82803
205,0,49.658772,1,9.4726791,10.166448,2.1756701,0,832.65894
206,0,49.000332,1,10.735481,7.6410775,1.226555,0,726.92737
207,0,44.601212,0,1.5198919,14.961538,7.6386938,0,462.11942
208,1,62.127159,1,.32292524,32.367371,8.759325,0,843.51849
209,0,47.458855,0,5.0630732,3.7945714,2.2583132,0,501.82718
210,0,50.927895,1,2.9190257,12.575475,4.0798612,0,763.08649
211,0,26.371534,0,2.9215941,6.0071707,8.8098116,0,258.39963
212,0,30.642115,1,.81203878,18.671989,8.8896503,0,608.36017
213,1,49.129093,1,3.4549639,14.505255,5.3562059,0,738.1745
214,0,43.999481,0,.19355765,15.014886,.56262887,0,444.07108
215,0,28.431479,0,.19235456,6.2506537,5.1490531,0,132.03754
216,0,37.468117,0,4.7403536,11.12707,11.056952,0,423.80789
217,0,64.79715,0,1.5513903,27.038258,3.2954171,0,788.0238
218,0,57.956436,0,2.7545156,1.6672815,7.3975215,1,761.58453
219,0,51.589783,1,17.274893,21.789373,6.8743134,0,927.50891
220,0,34.300095,1,5.2969117,11.171257,1.7126958,0,698.08356
221,0,69.418953,0,2.8851914,3.9811969,6.4035535,0,946.07318
222,0,22.422825,1,.85920417,8.1377764,6.6732478,0,480.27246
223,0,45.613312,0,8.4937315,5.956646,13.612585,0,727.40692
224,0,39.560413,0,23.262045,18.20886,10.275838,0,635.63098
225,0,40.764076,0,4.9970298,13.719307,4.4937611,0,280.58069
226,0,56.892448,0,.67482799,17.59688,4.1340742,1,590.29535
227,0,35.507401,1,3.7523913,5.760139,6.3462763,1,666.18311
228,0,42.895649,1,11.4385,9.5030518,5.3996835,0,893.73071
229,0,39.629246,1,9.0796871,14.115844,4.8101459,0,764.47955
230,0,27.17621,1,4.2017374,17.621412,4.5657492,0,479.4762
231,0,30.916016,0,3.0752301,5.0587745,7.1924219,0,420.16769
232,0,48.776123,1,22.261187,.49173629,15.231107,0,993.94745
233,0,63.265282,1,7.1894898,9.6347389,1.9718753,0,1220.8759
234,0,44.203632,0,3.0763631,13.183491,4.9927931,0,483.1232
235,0,34.679287,1,5.7846284,4.9771881,4.8432307,0,624.56317
236,0,47.301239,1,2.0696912,10.769189,-.18743595,0,948.60352
237,0,58.133442,1,8.2438049,2.4587317,6.3772569,1,1248.1885
238,0,52.116257,1,15.655884,8.2328777,4.0430508,1,1052.0271
239,0,63.426918,0,.2605086,13.453396,9.4629431,1,821.86481
240,0,32.368397,1,2.397701,16.303925,10.102581,1,952.46637
241,0,18.312468,0,4.2903638,24.934334,13.071592,0,262.5278
242,0,46.77948,0,17.663548,15.14482,5.518661,0,525.55988
243,0,47.3582,1,23.327568,16.529142,5.0633745,0,996.0733
244,1,33.396183,0,4.9049668,19.621641,2.6718819,0,267.99817
245,0,69.326294,0,9.1933231,2.6976898,6.7032571,0,737.87494
246,0,34.743999,1,2.148015,3.343451,11.226917,0,792.67828
247,0,68.863914,0,8.07903,18.928928,5.3407598,0,900.50824
248,0,50.772141,1,.71212047,25.517609,7.6102405,0,994.26031
249,0,33.161442,0,3.9769719,6.0875378,2.1712644,0,365.13068
250,0,63.224865,1,18.482676,11.589275,8.86166,0,1349.3981
251,0,34.577633,1,1.0513974,7.9114265,6.6279759,0,630.54065
252,0,46.242672,1,.14582044,20.973568,1.036801,0,803.02356
253,0,57.58247,1,2.3931644,4.6297584,2.5619135,1,922.57788
254,0,39.970009,0,.54509676,10.87547,5.247376,0,301.25684
255,0,39.073895,1,1.5501249,25.4645,4.064878,0,731.78271
256,0,54.568596,0,5.2194533,.044712078,1.4138027,0,711.28717
257,0,62.226597,1,5.1893616,3.6170533,7.1382041,0,1058.0994
258,0,43.77631,1,6.5803313,4.7522621,9.7291679,0,741.28461
259,0,30.217236,0,4.2651329,16.468567,5.5956125,0,268.58554
260,0,43.440556,0,1.9892123,12.291749,6.4712534,0,497.92126
261,0,64.275009,1,2.8273096,17.435492,4.1272845,1,1226.14
262,0,60.633209,0,.37515658,13.724634,4.5264397,0,744.099
263,0,33.018139,1,11.464558,6.5715675,4.0443735,0,747.56335
264,0,55.111336,1,3.9780912,3.550472,7.991487,0,1044.3452
265,0,50.103268,1,24.738245,5.5278344,7.6550574,0,945.42151
266,0,52.483181,0,2.6094139,22.56601,2.1713192,0,459.56873
267,0,39.546272,1,7.7007432,5.9265852,5.181674,0,719.91278
268,0,51.07008,1,12.487785,5.8877802,7.7833953,0,749.20667
269,1,46.329166,1,9.2134476,13.925748,5.8853517,0,644.99384
270,0,42.711491,0,3.5428004,4.2467103,1.1595417,1,428.01285
271,0,45.921867,0,1.7758905,7.751193,1.753425,0,380.85526
272,0,55.025425,1,5.8722496,19.297327,8.6200743,0,991.85028
273,0,43.699459,0,23.835997,10.209154,3.3681395,0,464.98743
274,0,58.157738,1,2.8783069,1.5229756,5.0286131,1,1135.4902
275,0,39.978458,1,2.4002557,20.25573,3.4088914,1,671.19318
276,0,35.946827,0,22.046392,6.1194053,4.6402135,0,232.66698
277,0,47.247501,1,4.5236855,2.6415803,4.3875527,0,796.48065
278,0,53.545479,1,7.3529043,17.5481,1.7790217,0,903.13446
279,0,37.663811,0,1.1608809,2.1827483,4.1026664,0,433.70618
280,0,40.514473,0,6.6256814,18.482704,8.4473515,0,659.51099
281,0,53.574673,1,11.005971,4.9259772,3.9019115,0,867.54883
282,0,32.122562,0,2.8368695,21.021708,8.2102385,0,405.79001
283,0,60.193954,0,4.9277263,16.068731,7.2919097,0,541.22418
284,0,53.210419,1,.77092016,6.2929063,.86011916,0,770.65332
285,0,47.28331,1,.92320669,14.261119,8.2385159,0,880.10614
286,0,58.45892,1,14.774011,24.704281,3.4763999,0,1070.422
287,0,54.140305,0,3.9327998,4.0284834,5.3673358,0,685.90753
288,0,32.207443,0,2.8949146,4.3108368,8.5587234,0,277.0943
289,0,44.252869,0,26.948465,13.003592,7.1396594,0,538.04169
290,0,25.138353,1,1.5859158,30.504902,9.3636532,0,601.19391
291,0,55.563457,1,10.249338,13.416652,6.8950367,0,907.42432
292,0,48.604,1,14.720068,11.855103,7.1100979,0,838.7735
293,0,39.670105,1,14.041893,.48406798,-.62796748,0,641.64386
294,0,55.974972,1,2.5347395,10.43661,12.330549,0,1266.1559
295,0,74.515366,0,.91044188,17.236015,5.5427647,0,802.32886
296,0,39.526779,0,2.4382489,2.0984671,1.6245282,0,604.42377
297,0,44.684574,1,2.1203525,13.151268,7.9229074,0,932.81665
298,1,26.344906,0,7.6607933,16.041733,9.0331535,1,153.44023
299,0,39.023335,0,4.9485893,13.273917,4.6274705,0,254.64285
300,0,46.332687,0,3.8927858,6.3891444,1.2465492,0,579.73486
301,0,20.168678,1,2.7048035,10.114343,1.5360868,0,288.89438
302,0,47.735046,0,3.4609449,16.752567,2.1827986,1,688.60651
303,0,58.87854,1,1.7434938,16.911268,9.3852425,0,1151.5986
304,0,36.746086,0,.31743586,4.1020474,9.2594252,0,574.02716
305,0,58.587952,1,4.9312029,23.406792,10.606649,0,935.70062
306,0,53.303303,0,8.6023397,19.861143,3.9062452,0,690.03363
307,0,35.596596,0,16.908234,.78610897,5.4150171,0,422.9025
308,0,57.4865,0,12.971107,10.8507,7.6866159,0,855.93005
309,0,63.116119,0,14.094939,5.1291385,-1.1671972,0,667.56598
310,0,47.184052,0,.63455856,6.0229239,6.4715152,0,448.56226
311,0,38.597366,1,3.1826062,9.4330549,7.4579988,0,757.21667
312,0,33.307163,1,7.1060057,6.4674439,4.1659698,0,636.47809
313,0,41.065197,0,2.1133163,5.8467283,4.6697121,0,450.35962
314,0,49.942146,0,1.4030385,19.917181,8.4990435,0,496.93121
315,0,57.442554,1,14.576671,8.7415771,6.0149193,0,855.26508
316,0,31.831873,0,.79452348,7.5876555,5.8872719,0,138.54288
317,0,39.88443,0,4.0985136,7.1138339,11.05632,0,367.54901
318,0,54.237537,1,11.626918,6.5473027,.5979895,0,985.16174
319,0,27.90617,0,.2352231,11.960324,6.2437272,0,399.75098
320,0,46.902508,0,3.7277086,13.764583,7.9984283,0,510.13629
321,0,44.794361,1,6.5293512,8.6693029,9.9455423,0,979.42969
322,0,39.374977,0,1.1542014,7.9742379,3.6354783,0,551.16339
323,0,33.261604,0,16.024696,16.434507,8.7309408,1,450.02759
324,0,43.007694,1,.2427357,20.130352,6.1626954,0,814.61841
325,0,27.865835,1,.73005474,22.884432,7.6994214,0,580.88416
326,0,61.036964,0,1.2601247,7.3706336,8.5618067,0,822.97925
327,0,42.129215,0,1.663072,23.80341,5.2317033,0,388.56531
328,0,40.554558,0,1.3100369,3.8109345,7.5632391,0,375.2009
329,0,33.332443,0,1.095678,8.7927675,5.2815886,1,339.21725
330,0,49.302822,1,2.0550668,4.3436408,.50694561,1,848.97388
331,0,26.627775,1,1.7780244,15.801352,11.077285,0,671.8125
332,0,36.552071,0,4.0582404,14.276516,7.0542922,0,252.27518
333,0,38.835606,1,4.0390606,3.00646,3.5655611,0,669.63293
334,0,37.964085,1,8.0228224,11.434437,2.3571181,0,700.92249
335,0,22.800611,0,.096969604,15.184025,5.9186902,0,196.45229
336,0,37.196396,1,.98425269,8.6523876,6.4547482,0,515.77301
337,0,29.489836,0,15.170234,13.127436,10.411342,0,230.64075
338,0,26.325191,1,2.7668965,16.645226,3.0656922,1,612.32434
339,0,42.440266,0,.13611081,10.131134,11.089163,1,495.4603
340,0,35.281216,0,1.052545,.72128624,10.449434,0,350.72278
341,0,28.056517,0,1.8194548,1.990086,6.7663813,0,276.89447
342,0,29.939316,0,4.6703835,6.5373244,7.978898,0,290.99811
343,0,43.710335,0,1.7908645,15.821043,1.8364992,0,501.99771
344,0,41.949398,1,8.7576284,27.207531,5.3407574,0,679.11877
345,0,42.960545,1,9.0542545,19.529873,3.2745216,0,735.71301
346,0,47.00705,1,1.8183066,10.621001,6.9034648,0,836.66095
347,0,34.796436,0,3.9529917,10.643674,1.3020542,0,589.79083
348,1,42.216488,1,1.0238655,24.938576,5.9795637,0,721.69373
349,0,31.680368,0,10.650756,14.51921,10.265238,0,424.43839
350,0,26.714653,1,1.0219437,5.8575454,5.6493182,0,530.47101
351,0,45.742474,0,4.8124814,.94116819,3.7638259,0,487.58231
352,0,33.577328,0,3.1512859,13.483691,11.719449,0,178.33188
353,0,38.171871,1,2.2100036,3.3008478,6.0636687,0,610.34265
354,0,27.34446,1,.8474806,6.1068978,8.1225138,1,724.91925
355,0,36.458122,0,3.3090494,8.3582773,6.7215228,1,387.36877
356,0,34.101219,1,11.144752,8.3853436,6.466815,1,822.34052
357,0,29.488222,1,1.0667757,15.347352,5.704124,0,516.70264
358,0,40.25687,0,8.6661949,17.385298,13.315287,0,419.43234
359,0,31.631128,0,.59881765,17.330153,5.6466722,0,250.24611
360,0,35.9832,0,.74439961,14.052233,6.2422552,0,307.92444
361,0,45.604378,0,1.6133367,12.130919,3.3775263,0,395.22375
362,0,22.348244,1,8.4869041,8.8707819,6.1059375,0,453.37155
363,0,26.402565,0,5.5188804,7.0016227,4.7581391,1,180.10558
364,0,29.094391,0,.71563405,12.82772,8.9032784,1,368.20688
365,0,55.351971,0,7.0980201,18.676041,2.7805581,0,418.73886
366,0,42.708496,0,1.3180003,5.3724442,8.3532982,0,422.1846
367,0,47.795353,1,.025657909,5.9742589,.12190897,0,856.94989
368,0,27.456779,1,6.2019229,.22717097,7.8787513,0,402.60001
369,0,56.154861,1,1.9139631,10.308341,-.16154653,0,739.88977
370,0,28.090809,1,15.382648,29.031487,4.3673544,0,546.36316
371,0,26.511292,1,17.756182,7.9438577,6.4855909,0,554.73096
372,0,37.214306,0,8.4140835,4.6334991,-.74098432,0,320.08865
373,0,24.524395,1,5.3276534,3.0573716,1.0445073,0,560.33911
374,0,42.33744,1,1.0741872,15.912724,-.3854529,0,783.21906
375,0,37.853916,0,2.5764785,18.992863,8.733387,0,240.32848
376,0,39.828732,0,1.4047472,6.5717211,8.9623728,0,422.59711
377,0,40.509632,0,11.635643,12.226759,8.5900354,0,494.19788
378,0,29.961355,1,3.4837084,4.2864575,7.8852673,1,819.28564
379,1,38.276005,0,1.2631311,6.3240771,7.3746357,0,307.45364
380,0,20.919838,0,7.5201397,5.3862953,5.7122402,0,173.94334
381,0,24.981499,1,1.1129029,10.15449,.44649342,0,323.47287
382,0,32.854744,1,5.9215641,17.07144,1.8942016,0,649.23743
383,0,29.864431,0,7.932642,1.2127359,4.8849134,0,435.29239
384,0,34.9002,1,2.5279925,12.846413,.092370845,0,604.04364
385,0,51.030071,0,10.876242,.46341598,3.9868102,0,543.02319
386,0,35.178062,0,4.4844055,11.047251,-2.0998762,0,350.57544
387,0,36.335918,1,6.3169122,5.9056892,6.0562282,1,855.32178
388,0,53.701118,0,5.3519511,11.012079,7.838459,0,588.52014
389,0,67.695084,1,20.11256,16.709089,6.8415308,1,1390.8662
390,0,42.036285,0,2.8545535,8.411047,2.7684653,0,353.95758
391,0,32.917694,1,8.1790524,10.485918,6.3883557,0,699.59937
392,0,58.200382,0,3.0981061,12.734511,3.4168913,0,494.42783
393,0,42.759426,1,5.8726559,10.594724,6.7964077,0,801.70734
394,0,45.579021,0,20.641674,17.541067,3.901289,0,475.56149
395,0,26.122953,0,8.2061625,21.507097,4.8873124,0,220.92032
396,0,42.668793,0,6.1194963,15.663926,3.9089193,0,445.78806
397,0,28.315039,1,3.117476,2.5918329,4.3294568,0,476.98996
398,0,61.629337,1,10.475885,4.8891487,8.6143589,0,1051.6594
399,0,29.599106,1,4.4191961,7.8269377,6.6064343,0,617.7359
