year,state,legal1820,dtype,agegr,count,pop,age,legal,beertaxa,beerpercap,winepercap,spiritpercap,totpercap,mrate
1974,1,0,homicide,18-20 yrs,30,213839,18.98013877868652,0,1.081135869026184,.8299999833106995,.1599999964237213,.8100000023841858,1.799999952316284,14.02924633026123
1974,1,0,other external,18-20 yrs,60,213839,18.98013877868652,0,1.081135869026184,.8299999833106995,.1599999964237213,.8100000023841858,1.799999952316284,28.05849266052246
1974,1,0,internal,18-20 yrs,75,213839,18.98013877868652,0,1.081135869026184,.8299999833106995,.1599999964237213,.8100000023841858,1.799999952316284,35.07311630249023
1975,1,.2939954102039337,all,18-20 yrs,326,220358,18.9813346862793,.2939954102039337,.9907063245773315,.8799999952316284,.1599999964237213,.8500000238418579,1.879999995231628,147.9410705566406
1975,1,.2939954102039337,MVA,18-20 yrs,110,220358,18.9813346862793,.2939954102039337,.9907063245773315,.8799999952316284,.1599999964237213,.8500000238418579,1.879999995231628,49.91876983642578
1975,1,.2939954102039337,suicide,18-20 yrs,23,220358,18.9813346862793,.2939954102039337,.9907063245773315,.8799999952316284,.1599999964237213,.8500000238418579,1.879999995231628,10.43756103515625
1975,1,.2939954102039337,homicide,18-20 yrs,43,220358,18.9813346862793,.2939954102039337,.9907063245773315,.8799999952316284,.1599999964237213,.8500000238418579,1.879999995231628,19.51370048522949
1975,1,.2939954102039337,other external,18-20 yrs,65,220358,18.9813346862793,.2939954102039337,.9907063245773315,.8799999952316284,.1599999964237213,.8500000238418579,1.879999995231628,29.4974536895752
1975,1,.2939954102039337,internal,18-20 yrs,85,220358,18.9813346862793,.2939954102039337,.9907063245773315,.8799999952316284,.1599999964237213,.8500000238418579,1.879999995231628,38.57359313964844
1976,1,.665070116519928,all,18-20 yrs,299,225486,18.98909950256348,.665070116519928,.9367310404777527,.8899999856948853,.1500000059604645,.8600000143051147,1.889999985694885,132.6024627685547
1976,1,.665070116519928,MVA,18-20 yrs,112,225486,18.98909950256348,.665070116519928,.9367310404777527,.8899999856948853,.1500000059604645,.8600000143051147,1.889999985694885,49.67049026489258
1976,1,.665070116519928,suicide,18-20 yrs,19,225486,18.98909950256348,.665070116519928,.9367310404777527,.8899999856948853,.1500000059604645,.8600000143051147,1.889999985694885,8.426243782043457
1976,1,.665070116519928,homicide,18-20 yrs,33,225486,18.98909950256348,.665070116519928,.9367310404777527,.8899999856948853,.1500000059604645,.8600000143051147,1.889999985694885,14.63505458831787
1976,1,.665070116519928,other external,18-20 yrs,69,225486,18.98909950256348,.665070116519928,.9367310404777527,.8899999856948853,.1500000059604645,.8600000143051147,1.889999985694885,30.6005687713623
1976,1,.665070116519928,internal,18-20 yrs,66,225486,18.98909950256348,.665070116519928,.9367310404777527,.8899999856948853,.1500000059604645,.8600000143051147,1.889999985694885,29.27010917663574
1977,1,.6684675216674805,all,18-20 yrs,332,227667,18.99850654602051,.6684675216674805,.8795379400253296,.9900000095367432,.1299999952316284,.8399999737739563,1.960000038146973,145.8270263671875
1977,1,.6684675216674805,MVA,18-20 yrs,148,227667,18.99850654602051,.6684675216674805,.8795379400253296,.9900000095367432,.1299999952316284,.8399999737739563,1.960000038146973,65.00722503662109
1977,1,.6684675216674805,suicide,18-20 yrs,29,227667,18.99850654602051,.6684675216674805,.8795379400253296,.9900000095367432,.1299999952316284,.8399999737739563,1.960000038146973,12.73790264129639
1977,1,.6684675216674805,homicide,18-20 yrs,37,227667,18.99850654602051,.6684675216674805,.8795379400253296,.9900000095367432,.1299999952316284,.8399999737739563,1.960000038146973,16.25180625915527
1977,1,.6684675216674805,other external,18-20 yrs,68,227667,18.99850654602051,.6684675216674805,.8795379400253296,.9900000095367432,.1299999952316284,.8399999737739563,1.960000038146973,29.86818504333496
1977,1,.6684675216674805,internal,18-20 yrs,50,227667,18.99850654602051,.6684675216674805,.8795379400253296,.9900000095367432,.1299999952316284,.8399999737739563,1.960000038146973,21.96190071105957
1978,1,.667184591293335,all,18-20 yrs,317,228472,18.99504089355469,.667184591293335,.8174846768379211,.9800000190734863,.119999997317791,.8799999952316284,1.970000028610229,138.7478485107422
1978,1,.667184591293335,MVA,18-20 yrs,159,228472,18.99504089355469,.667184591293335,.8174846768379211,.9800000190734863,.119999997317791,.8799999952316284,1.970000028610229,69.5927734375
1978,1,.667184591293335,suicide,18-20 yrs,20,228472,18.99504089355469,.667184591293335,.8174846768379211,.9800000190734863,.119999997317791,.8799999952316284,1.970000028610229,8.75380802154541
1978,1,.667184591293335,homicide,18-20 yrs,31,228472,18.99504089355469,.667184591293335,.8174846768379211,.9800000190734863,.119999997317791,.8799999952316284,1.970000028610229,13.56840229034424
1978,1,.667184591293335,other external,18-20 yrs,49,228472,18.99504089355469,.667184591293335,.8174846768379211,.9800000190734863,.119999997317791,.8799999952316284,1.970000028610229,21.44682884216309
1978,1,.667184591293335,internal,18-20 yrs,58,228472,18.99504089355469,.667184591293335,.8174846768379211,.9800000190734863,.119999997317791,.8799999952316284,1.970000028610229,25.38604354858398
1979,1,.6680923700332642,all,18-20 yrs,309,228193,18.99471092224121,.6680923700332642,.7341597676277161,.9800000190734863,.119999997317791,.8399999737739563,1.940000057220459,135.4116973876953
1979,1,.6680923700332642,MVA,18-20 yrs,136,228193,18.99471092224121,.6680923700332642,.7341597676277161,.9800000190734863,.119999997317791,.8399999737739563,1.940000057220459,59.59867477416992
1979,1,.6680923700332642,suicide,18-20 yrs,22,228193,18.99471092224121,.6680923700332642,.7341597676277161,.9800000190734863,.119999997317791,.8399999737739563,1.940000057220459,9.640961647033691
1979,1,.6680923700332642,homicide,18-20 yrs,35,228193,18.99471092224121,.6680923700332642,.7341597676277161,.9800000190734863,.119999997317791,.8399999737739563,1.940000057220459,15.33789348602295
1979,1,.6680923700332642,other external,18-20 yrs,66,228193,18.99471092224121,.6680923700332642,.7341597676277161,.9800000190734863,.119999997317791,.8399999737739563,1.940000057220459,28.92288589477539
1979,1,.6680923700332642,internal,18-20 yrs,50,228193,18.99471092224121,.6680923700332642,.7341597676277161,.9800000190734863,.119999997317791,.8399999737739563,1.940000057220459,21.91127777099609
1980,1,.6722586154937744,all,18-20 yrs,276,229794,19.00246238708496,.6722586154937744,.6468446254730225,.9599999785423279,.1599999964237213,.7400000095367432,1.860000014305115,120.1075744628906
1980,1,.6722586154937744,MVA,18-20 yrs,97,229794,19.00246238708496,.6722586154937744,.6468446254730225,.9599999785423279,.1599999964237213,.7400000095367432,1.860000014305115,42.21171951293945
1980,1,.6722586154937744,suicide,18-20 yrs,21,229794,19.00246238708496,.6722586154937744,.6468446254730225,.9599999785423279,.1599999964237213,.7400000095367432,1.860000014305115,9.138619422912598
1980,1,.6722586154937744,homicide,18-20 yrs,34,229794,19.00246238708496,.6722586154937744,.6468446254730225,.9599999785423279,.1599999964237213,.7400000095367432,1.860000014305115,14.79586029052734
1980,1,.6722586154937744,other external,18-20 yrs,57,229794,19.00246238708496,.6722586154937744,.6468446254730225,.9599999785423279,.1599999964237213,.7400000095367432,1.860000014305115,24.80482482910156
1980,1,.6722586154937744,internal,18-20 yrs,67,229794,19.00246238708496,.6722586154937744,.6468446254730225,.9599999785423279,.1599999964237213,.7400000095367432,1.860000014305115,29.15654945373535
1981,1,.6792081594467163,all,18-20 yrs,242,228575,19.01866340637207,.6792081594467163,.5863586068153381,1,.1899999976158142,.7300000190734863,1.919999957084656,105.8733444213867
1981,1,.6792081594467163,MVA,18-20 yrs,108,228575,19.01866340637207,.6792081594467163,.5863586068153381,1,.1899999976158142,.7300000190734863,1.919999957084656,47.24925994873047
1981,1,.6792081594467163,suicide,18-20 yrs,24,228575,19.01866340637207,.6792081594467163,.5863586068153381,1,.1899999976158142,.7300000190734863,1.919999957084656,10.49983596801758
1981,1,.6792081594467163,homicide,18-20 yrs,30,228575,19.01866340637207,.6792081594467163,.5863586068153381,1,.1899999976158142,.7300000190734863,1.919999957084656,13.12479496002197
1981,1,.6792081594467163,other external,18-20 yrs,46,228575,19.01866340637207,.6792081594467163,.5863586068153381,1,.1899999976158142,.7300000190734863,1.919999957084656,20.12468528747559
1981,1,.6792081594467163,internal,18-20 yrs,34,228575,19.01866340637207,.6792081594467163,.5863586068153381,1,.1899999976158142,.7300000190734863,1.919999957084656,14.8747673034668
1982,1,.6759088635444641,all,18-20 yrs,266,224838,19.01520729064941,.6759088635444641,.5523316264152527,1,.1800000071525574,.7200000286102295,1.889999985694885,118.3074035644531
1982,1,.6759088635444641,MVA,18-20 yrs,108,224838,19.01520729064941,.6759088635444641,.5523316264152527,1,.1800000071525574,.7200000286102295,1.889999985694885,48.03458404541016
1982,1,.6759088635444641,suicide,18-20 yrs,12,224838,19.01520729064941,.6759088635444641,.5523316264152527,1,.1800000071525574,.7200000286102295,1.889999985694885,5.337176322937012
1982,1,.6759088635444641,homicide,18-20 yrs,48,224838,19.01520729064941,.6759088635444641,.5523316264152527,1,.1800000071525574,.7200000286102295,1.889999985694885,21.34870529174805
1982,1,.6759088635444641,other external,18-20 yrs,32,224838,19.01520729064941,.6759088635444641,.5523316264152527,1,.1800000071525574,.7200000286102295,1.889999985694885,14.23246955871582
1982,1,.6759088635444641,internal,18-20 yrs,66,224838,19.01520729064941,.6759088635444641,.5523316264152527,1,.1800000071525574,.7200000286102295,1.889999985694885,29.35446929931641
1983,1,.6796314120292664,all,18-20 yrs,283,220830,19.01704978942871,.6796314120292664,.5351405739784241,1.009999990463257,.1700000017881393,.7099999785423279,1.889999985694885,128.1528778076172
1983,1,.6796314120292664,MVA,18-20 yrs,119,220830,19.01704978942871,.6796314120292664,.5351405739784241,1.009999990463257,.1700000017881393,.7099999785423279,1.889999985694885,53.88760757446289
1983,1,.6796314120292664,suicide,18-20 yrs,25,220830,19.01704978942871,.6796314120292664,.5351405739784241,1.009999990463257,.1700000017881393,.7099999785423279,1.889999985694885,11.32092571258545
1983,1,.6796314120292664,homicide,18-20 yrs,27,220830,19.01704978942871,.6796314120292664,.5351405739784241,1.009999990463257,.1700000017881393,.7099999785423279,1.889999985694885,12.22659969329834
1983,1,.6796314120292664,other external,18-20 yrs,56,220830,19.01704978942871,.6796314120292664,.5351405739784241,1.009999990463257,.1700000017881393,.7099999785423279,1.889999985694885,25.35887336730957
1983,1,.6796314120292664,internal,18-20 yrs,56,220830,19.01704978942871,.6796314120292664,.5351405739784241,1.009999990463257,.1700000017881393,.7099999785423279,1.889999985694885,25.35887336730957
1970,2,.2415108978748322,all,18-20 yrs,53,17798,19.14737701416016,.2415108978748322,.6443299055099487,1.179999947547913,.3700000047683716,2.069999933242798,3.619999885559082,297.7862548828125
1970,2,.2415108978748322,MVA,18-20 yrs,11,17798,19.14737701416016,.2415108978748322,.6443299055099487,1.179999947547913,.3700000047683716,2.069999933242798,3.619999885559082,61.8046989440918
1970,2,.2415108978748322,suicide,18-20 yrs,4,17798,19.14737701416016,.2415108978748322,.6443299055099487,1.179999947547913,.3700000047683716,2.069999933242798,3.619999885559082,22.47443580627441
1970,2,.2415108978748322,homicide,18-20 yrs,1,17798,19.14737701416016,.2415108978748322,.6443299055099487,1.179999947547913,.3700000047683716,2.069999933242798,3.619999885559082,5.618608951568604
1970,2,.2415108978748322,other external,18-20 yrs,28,17798,19.14737701416016,.2415108978748322,.6443299055099487,1.179999947547913,.3700000047683716,2.069999933242798,3.619999885559082,157.321044921875
1970,2,.2415108978748322,internal,18-20 yrs,9,17798,19.14737701416016,.2415108978748322,.6443299055099487,1.179999947547913,.3700000047683716,2.069999933242798,3.619999885559082,50.56747817993164
1971,2,.7000848054885864,all,18-20 yrs,47,18872,19.05765151977539,.7000848054885864,.6172839403152466,1.330000042915344,.4300000071525574,2.150000095367432,3.910000085830688,249.0462036132813
1971,2,.7000848054885864,MVA,18-20 yrs,7,18872,19.05765151977539,.7000848054885864,.6172839403152466,1.330000042915344,.4300000071525574,2.150000095367432,3.910000085830688,37.09198760986328
1971,2,.7000848054885864,suicide,18-20 yrs,5,18872,19.05765151977539,.7000848054885864,.6172839403152466,1.330000042915344,.4300000071525574,2.150000095367432,3.910000085830688,26.49427795410156
1971,2,.7000848054885864,homicide,18-20 yrs,4,18872,19.05765151977539,.7000848054885864,.6172839403152466,1.330000042915344,.4300000071525574,2.150000095367432,3.910000085830688,21.19542121887207
1971,2,.7000848054885864,other external,18-20 yrs,28,18872,19.05765151977539,.7000848054885864,.6172839403152466,1.330000042915344,.4300000071525574,2.150000095367432,3.910000085830688,148.3679504394531
1971,2,.7000848054885864,internal,18-20 yrs,3,18872,19.05765151977539,.7000848054885864,.6172839403152466,1.330000042915344,.4300000071525574,2.150000095367432,3.910000085830688,15.89656639099121
1972,2,.7017737030982971,all,18-20 yrs,42,20860,19.06864738464355,.7017737030982971,.5980861186981201,1.220000028610229,.4099999964237213,1.870000004768372,3.5,201.34228515625
1972,2,.7017737030982971,MVA,18-20 yrs,10,20860,19.06864738464355,.7017737030982971,.5980861186981201,1.220000028610229,.4099999964237213,1.870000004768372,3.5,47.93863677978516
1972,2,.7017737030982971,suicide,18-20 yrs,6,20860,19.06864738464355,.7017737030982971,.5980861186981201,1.220000028610229,.4099999964237213,1.870000004768372,3.5,28.76318359375
1972,2,.7017737030982971,homicide,18-20 yrs,0,20860,19.06864738464355,.7017737030982971,.5980861186981201,1.220000028610229,.4099999964237213,1.870000004768372,3.5,0
1972,2,.7017737030982971,other external,18-20 yrs,24,20860,19.06864738464355,.7017737030982971,.5980861186981201,1.220000028610229,.4099999964237213,1.870000004768372,3.5,115.052734375
1972,2,.7017737030982971,internal,18-20 yrs,2,20860,19.06864738464355,.7017737030982971,.5980861186981201,1.220000028610229,.4099999964237213,1.870000004768372,3.5,9.587727546691895
1973,2,.7067031860351563,all,18-20 yrs,51,22646,19.08235359191895,.7067031860351563,.5630630254745483,1.259999990463257,.4300000071525574,1.870000004768372,3.549999952316284,225.2053375244141
1973,2,.7067031860351563,MVA,18-20 yrs,13,22646,19.08235359191895,.7067031860351563,.5630630254745483,1.259999990463257,.4300000071525574,1.870000004768372,3.549999952316284,57.40528106689453
1973,2,.7067031860351563,suicide,18-20 yrs,10,22646,19.08235359191895,.7067031860351563,.5630630254745483,1.259999990463257,.4300000071525574,1.870000004768372,3.549999952316284,44.15790939331055
1973,2,.7067031860351563,homicide,18-20 yrs,3,22646,19.08235359191895,.7067031860351563,.5630630254745483,1.259999990463257,.4300000071525574,1.870000004768372,3.549999952316284,13.2473726272583
1973,2,.7067031860351563,other external,18-20 yrs,22,22646,19.08235359191895,.7067031860351563,.5630630254745483,1.259999990463257,.4300000071525574,1.870000004768372,3.549999952316284,97.14739990234375
1973,2,.7067031860351563,internal,18-20 yrs,3,22646,19.08235359191895,.7067031860351563,.5630630254745483,1.259999990463257,.4300000071525574,1.870000004768372,3.549999952316284,13.2473726272583
1974,2,.7087494730949402,all,18-20 yrs,56,23430,19.08621406555176,.7087494730949402,.5070993900299072,1.409999966621399,.4699999988079071,1.980000019073486,3.859999895095825,239.0098114013672
1974,2,.7087494730949402,MVA,18-20 yrs,8,23430,19.08621406555176,.7087494730949402,.5070993900299072,1.409999966621399,.4699999988079071,1.980000019073486,3.859999895095825,34.14426040649414
1974,2,.7087494730949402,suicide,18-20 yrs,9,23430,19.08621406555176,.7087494730949402,.5070993900299072,1.409999966621399,.4699999988079071,1.980000019073486,3.859999895095825,38.41229248046875
1974,2,.7087494730949402,homicide,18-20 yrs,1,23430,19.08621406555176,.7087494730949402,.5070993900299072,1.409999966621399,.4699999988079071,1.980000019073486,3.859999895095825,4.268032550811768
1974,2,.7087494730949402,other external,18-20 yrs,27,23430,19.08621406555176,.7087494730949402,.5070993900299072,1.409999966621399,.4699999988079071,1.980000019073486,3.859999895095825,115.2368774414063
1974,2,.7087494730949402,internal,18-20 yrs,11,23430,19.08621406555176,.7087494730949402,.5070993900299072,1.409999966621399,.4699999988079071,1.980000019073486,3.859999895095825,46.94835662841797
1975,2,.7029412984848022,all,18-20 yrs,60,25601,19.07753562927246,.7029412984848022,.464684009552002,1.490000009536743,.4699999988079071,2.170000076293945,4.130000114440918,234.3658447265625
1975,2,.7029412984848022,MVA,18-20 yrs,13,25601,19.07753562927246,.7029412984848022,.464684009552002,1.490000009536743,.4699999988079071,2.170000076293945,4.130000114440918,50.77926635742188
1975,2,.7029412984848022,suicide,18-20 yrs,15,25601,19.07753562927246,.7029412984848022,.464684009552002,1.490000009536743,.4699999988079071,2.170000076293945,4.130000114440918,58.59146118164063
1975,2,.7029412984848022,homicide,18-20 yrs,0,25601,19.07753562927246,.7029412984848022,.464684009552002,1.490000009536743,.4699999988079071,2.170000076293945,4.130000114440918,0
1975,2,.7029412984848022,other external,18-20 yrs,28,25601,19.07753562927246,.7029412984848022,.464684009552002,1.490000009536743,.4699999988079071,2.170000076293945,4.130000114440918,109.3707275390625
1975,2,.7029412984848022,internal,18-20 yrs,4,25601,19.07753562927246,.7029412984848022,.464684009552002,1.490000009536743,.4699999988079071,2.170000076293945,4.130000114440918,15.6243896484375
1976,2,.7082101702690125,all,18-20 yrs,80,27064,19.0794792175293,.7082101702690125,.4393672943115234,1.480000019073486,.4900000095367432,2.059999942779541,4.03000020980835,295.5956115722656
1976,2,.7082101702690125,MVA,18-20 yrs,22,27064,19.0794792175293,.7082101702690125,.4393672943115234,1.480000019073486,.4900000095367432,2.059999942779541,4.03000020980835,81.28879547119141
1976,2,.7082101702690125,suicide,18-20 yrs,10,27064,19.0794792175293,.7082101702690125,.4393672943115234,1.480000019073486,.4900000095367432,2.059999942779541,4.03000020980835,36.9494514465332
1976,2,.7082101702690125,homicide,18-20 yrs,7,27064,19.0794792175293,.7082101702690125,.4393672943115234,1.480000019073486,.4900000095367432,2.059999942779541,4.03000020980835,25.86461639404297
1976,2,.7082101702690125,other external,18-20 yrs,37,27064,19.0794792175293,.7082101702690125,.4393672943115234,1.480000019073486,.4900000095367432,2.059999942779541,4.03000020980835,136.7129821777344
1976,2,.7082101702690125,internal,18-20 yrs,4,27064,19.0794792175293,.7082101702690125,.4393672943115234,1.480000019073486,.4900000095367432,2.059999942779541,4.03000020980835,14.77978134155273
1977,2,.7183303236961365,all,18-20 yrs,70,26808,19.10440826416016,.7183303236961365,.4125412702560425,1.190000057220459,.4199999868869781,1.700000047683716,3.309999942779541,261.1160888671875
1977,2,.7183303236961365,MVA,18-20 yrs,20,26808,19.10440826416016,.7183303236961365,.4125412702560425,1.190000057220459,.4199999868869781,1.700000047683716,3.309999942779541,74.60459899902344
1977,2,.7183303236961365,suicide,18-20 yrs,10,26808,19.10440826416016,.7183303236961365,.4125412702560425,1.190000057220459,.4199999868869781,1.700000047683716,3.309999942779541,37.30229949951172
1977,2,.7183303236961365,homicide,18-20 yrs,0,26808,19.10440826416016,.7183303236961365,.4125412702560425,1.190000057220459,.4199999868869781,1.700000047683716,3.309999942779541,0
1977,2,.7183303236961365,other external,18-20 yrs,29,26808,19.10440826416016,.7183303236961365,.4125412702560425,1.190000057220459,.4199999868869781,1.700000047683716,3.309999942779541,108.1766662597656
1977,2,.7183303236961365,internal,18-20 yrs,11,26808,19.10440826416016,.7183303236961365,.4125412702560425,1.190000057220459,.4199999868869781,1.700000047683716,3.309999942779541,41.03252792358398
1978,2,.7218514680862427,all,18-20 yrs,76,25774,19.11321449279785,.7218514680862427,.3834356069564819,1.389999985694885,.449999988079071,1.679999947547913,3.519999980926514,294.8707885742188
1978,2,.7218514680862427,MVA,18-20 yrs,16,25774,19.11321449279785,.7218514680862427,.3834356069564819,1.389999985694885,.449999988079071,1.679999947547913,3.519999980926514,62.07806396484375
1978,2,.7218514680862427,suicide,18-20 yrs,8,25774,19.11321449279785,.7218514680862427,.3834356069564819,1.389999985694885,.449999988079071,1.679999947547913,3.519999980926514,31.03903198242188
1978,2,.7218514680862427,homicide,18-20 yrs,5,25774,19.11321449279785,.7218514680862427,.3834356069564819,1.389999985694885,.449999988079071,1.679999947547913,3.519999980926514,19.39939498901367
1978,2,.7218514680862427,other external,18-20 yrs,40,25774,19.11321449279785,.7218514680862427,.3834356069564819,1.389999985694885,.449999988079071,1.679999947547913,3.519999980926514,155.1951599121094
1978,2,.7218514680862427,internal,18-20 yrs,7,25774,19.11321449279785,.7218514680862427,.3834356069564819,1.389999985694885,.449999988079071,1.679999947547913,3.519999980926514,27.15915298461914
1979,2,.6399285197257996,all,18-20 yrs,65,19585,18.91585350036621,.6399285197257996,.3443526327610016,1.5,.4699999988079071,1.649999976158142,3.619999885559082,331.8866577148438
1979,2,.6399285197257996,MVA,18-20 yrs,18,19585,18.91585350036621,.6399285197257996,.3443526327610016,1.5,.4699999988079071,1.649999976158142,3.619999885559082,91.90707397460938
1979,2,.6399285197257996,suicide,18-20 yrs,6,19585,18.91585350036621,.6399285197257996,.3443526327610016,1.5,.4699999988079071,1.649999976158142,3.619999885559082,30.63569068908691
1979,2,.6399285197257996,homicide,18-20 yrs,7,19585,18.91585350036621,.6399285197257996,.3443526327610016,1.5,.4699999988079071,1.649999976158142,3.619999885559082,35.74163818359375
1979,2,.6399285197257996,other external,18-20 yrs,29,19585,18.91585350036621,.6399285197257996,.3443526327610016,1.5,.4699999988079071,1.649999976158142,3.619999885559082,148.072509765625
1979,2,.6399285197257996,internal,18-20 yrs,5,19585,18.91585350036621,.6399285197257996,.3443526327610016,1.5,.4699999988079071,1.649999976158142,3.619999885559082,25.52974128723145
1980,2,.6909536123275757,all,18-20 yrs,51,23291,19.04422378540039,.6909536123275757,.3033980429172516,1.549999952316284,.5,1.700000047683716,3.759999990463257,218.9687042236328
1980,2,.6909536123275757,MVA,18-20 yrs,7,23291,19.04422378540039,.6909536123275757,.3033980429172516,1.549999952316284,.5,1.700000047683716,3.759999990463257,30.05452728271484
1980,2,.6909536123275757,suicide,18-20 yrs,8,23291,19.04422378540039,.6909536123275757,.3033980429172516,1.549999952316284,.5,1.700000047683716,3.759999990463257,34.34803009033203
1980,2,.6909536123275757,homicide,18-20 yrs,1,23291,19.04422378540039,.6909536123275757,.3033980429172516,1.549999952316284,.5,1.700000047683716,3.759999990463257,4.293503761291504
1980,2,.6909536123275757,other external,18-20 yrs,32,23291,19.04422378540039,.6909536123275757,.3033980429172516,1.549999952316284,.5,1.700000047683716,3.759999990463257,137.3921203613281
1980,2,.6909536123275757,internal,18-20 yrs,3,23291,19.04422378540039,.6909536123275757,.3033980429172516,1.549999952316284,.5,1.700000047683716,3.759999990463257,12.88051223754883
1981,2,.6593461632728577,all,18-20 yrs,49,24042,18.98373603820801,.6593461632728577,.2750274837017059,1.710000038146973,.5699999928474426,1.820000052452087,4.099999904632568,203.8099975585938
1981,2,.6593461632728577,MVA,18-20 yrs,14,24042,18.98373603820801,.6593461632728577,.2750274837017059,1.710000038146973,.5699999928474426,1.820000052452087,4.099999904632568,58.23143005371094
1981,2,.6593461632728577,suicide,18-20 yrs,9,24042,18.98373603820801,.6593461632728577,.2750274837017059,1.710000038146973,.5699999928474426,1.820000052452087,4.099999904632568,37.43449020385742
1981,2,.6593461632728577,homicide,18-20 yrs,4,24042,18.98373603820801,.6593461632728577,.2750274837017059,1.710000038146973,.5699999928474426,1.820000052452087,4.099999904632568,16.63755035400391
1981,2,.6593461632728577,other external,18-20 yrs,18,24042,18.98373603820801,.6593461632728577,.2750274837017059,1.710000038146973,.5699999928474426,1.820000052452087,4.099999904632568,74.86898040771484
